image_id,labels,transcriptions
980,Not Misogyny,ഇന്ന് A ടീം തന്നെ ഇറക്കാം Uruguay TMM 2-0 Uruguay Full time Brazil Nunez 42 de la Cruz 77
807,Not Misogyny,"
ഞാൻ തുടങ്ങാം
asianet news
ഇല്ല ഇല്ലാ
asiane ഞാൻ തുടങ്ങാം
അതെങ്ങനെയാ kpcG പ്രസിഡന്റ് ഞാനാ
മീൻവയിൽ
TH
മനോരമ
V-GUARD GAS STOVES
കെപിസിസി പ്രെസിഡന്റും, പ്രതിപക്ഷ നേതാവുമൊത്തുള്ള നർനിമിഷങ്ങൾ
വൈറൽ ആവുന്നു"
931,Not Misogyny,"തല നരയ്ക്കുവതല്ലെന്റെ വൃദ്ധത്വം തല നരക്കാത്തതല്ലെൻ യുവത്വവും
കൊടിയ ദുഷ്പ്രഭുത്വത്തിൻ തിരുമുമ്പിൽ
തലാനിക്കാത്തതാണ് എന്റ
യവ്വനം"
171,Not Misogyny,"രാമൻകുട്ടി ആരാ അവിടെ  രാധിക ഏടത്തിയുടെ വീട്ടിൽ നിന്നും ആണ് പക്ഷെ ആ മുത്തശ്ശി വന്നിട്ടില്ല എന്നാ 
ഞാൻ ഉറങ്ങി എന്ന് പറഞ്ഞേക്ക്"
292,Not Misogyny,"ഒബാമയുടെ കാറിൽ സുരക്ഷക്കായി ആർമ്മർ പ്ലേറ്റട് ഡോർ ഉണ്ട്, അതും ബോയിംഗ് വിമാനത്തിൽ ഉപയോഗിയ്ക്കുന്ന ടൈപ്
ബോംബിനേയും ഗ്രനേടിനേയും ചെറുക്കാൻ ഉള്ള ശേഷിയും ഉണ്ടത്രേ!
പമ്പ് ആക്ഷൻ ഷോട്ട് ഗണ്ണും വേറേ പലതും ഉണ്ട്

അവന്റെ ഒക്കെ ടൈം.. ഇന്ത്യയിൽ കാറിന്റെ പ്രൊട്ടക്ഷനു ഇപ്പഴും ""നാരങ്ങായും വറ്റൽ മുളകും"" മാത്രം!
"
343,Not Misogyny,"പ്രണയദിനം കൗ ഹഗ് ഡേ
പശുക്കളെ ആലിംഗനം ചെയ്യണം
അഭ്യർത്ഥനയുമായി കേന്ദ്ര മൃഗസംരക്ഷണ ബോർഡ്
മലയാള മാസ്റ്റേഴ്സ് 
*മിത്രം"
842,Not Misogyny,"
പുതുപ്പള്ളി ഷോക്ക് ടിറ്റ്മെന്റ് കൊടുത്ത

KSEBALL STATE ELECTRICITY BOARD LE
ആഘോഷങ്ങളൊക്കെ കഴിഞ്ഞില്ലേ..?
manoramanews.com
ജനത്തെ 'ഷോക്കടിപ്പിക്കാൻ സർക്കാർ; വൈദ്യുതി നിരക്ക് വർധന അടുത്തയാഴ്ച
TMM
ചെറുതായി ഒന്നു കൂട്ടിയിട്ടുണ്ട്. ഇനി പോയി ആഘോഴിച്ചോ.."
677,Misogyny,ആയകാലത്ത് ശോഭന നമ്മളെ കൊണ്ട് അടിപിച്ച വാണത്തിന്റെ അത്രേം ഒന്നും ഇപ്പോഴത്തെ വെടിച്ചികൾ അടിപിച്ചിട്ടില്ല
272,Not Misogyny,"നെയ്യപ്പത്തിൽ നെയ്യ് ഇല്ല .

പിന്നെന്തിനാ, യന്തിനാ parents മീറ്റിംഗിൽ PARENTS ഉണ്ടാവണം ?.."
953,Not Misogyny,ഇന്ന് ഇന്ത്യ തോറ്റാൽ വേൾഡ് കപ്പ് നില 7-1 ആകും എന്ന് അറിഞ്ഞ ഷിബു മഞ്ഞ കിളി
330,Not Misogyny,"ബ്രഹ്മപുരം തീപിടുത്തം കൊച്ചി കോർപ്പറേഷന്
100 കോടി രൂപ പിഴ
TIM gemperoll Meme Malayalam മാസ്റ്റേഴ്സ്
ശരിയ്ക്കും അഞ്ഞൂറാണ്, നൂറടച്ചാമതി...!
*ഹരിത
മേയർ
Troll Meme Malayalam"
708,Misogyny,ആദ്യ സിനിമ കഴിഞ്ഞപ്പോൾ തന്നെ തുണി ഉരിഞ്ഞ് ഇവൾ കാണിച്ച വെടിത്തരം ഒന്നും വേറൊരുത്തിയും കാണിച്ചിട്ടില്ല
151,Not Misogyny,"അച്ഛാ ഞാൻ അന്യജാതിക്കാരിയുമായി ഇഷ്ടത്തിലാണ്... അച്ഛൻ* mmmm….
തേക്കാം......"
174,Not Misogyny,College ൽ എന്തെങ്കിലും അടി ഉണ്ടാവുമ്പോൾ നിൽക്കുമ്പോൾ കൂട്ടത്തിൽ ഒറ്റയ്ക്ക് നിൽക്കുമ്പോൾ
350,Not Misogyny,"നിങ്ങളാരാണ് ? Who are you?തും കൊന് ഹോ ?
ഞാൻ സുമതി കൊച്ചമ്മയുടെ മകൻ ധോണി
പി ടി 7 ഇനി 'ധോണി
പുതിയ പേരിട്ട് വനംമന്ത്രി ഇതിലും നല്ല പേരില്ലെന്ന് മന്ത്രി
ധോണി..
എന്താ, കുട്ടി മാമാ.. ഒന്നൂടെ വിളിക്കൂ
മലയാളം
എന്നെ വിളിച്ചോ"
763,Not Misogyny,"
സർക്കാർ പറഞ്ഞത് കള്ളം കുറവില്ല.
എഐ ക്വാമറ വച്ചിട്ടും അപകടമരണത്തിൽ

ലെ A ക്വാ
സർക്കാർ ക
അതെ ഇടയ്ക്കൊക്കെ ആ റോട്ടിലെ കുഴിയൊക്കെ അടക്കാം കേട്ടോ."
917,Not Misogyny,"തല നരയ്ക്കുവതല്ലെന്റെ വൃദ്ധത്വം തല നരക്കാത്തതല്ലെൻ യുവത്വവും
കൊടിയ ദുഷ്പ്രഭുത്വത്തിൻ തിരുമുമ്പിൽ
തലാനിക്കാത്തതാണ് എന്റ
യവ്വനം"
761,Not Misogyny,"കരുവന്നൂർ ബാങ്കിലെ പണം കണ്ടുകെട്ടി കേന്ദ്ര ഖജനാവിലേക്കു കൊണ്ടും പാകാനാണ് ഇഡിയുടെ ശ്രമമെന്നു ജയരാജൻ പറ... See more
സംസ്ഥാന തിരന്നു കാൽനട യാഥ സ്വീകരണ സമ്മേളനം
i
TMM
കണ്ടു കെട്ടി കൊണ്ട് പോകാൻ അവിടെ കുട്ട കണക്കിന് പണം അടുക്കി വച്ചിരിക്കുവാണല്ലോ"
484,Misogyny,ഓൺലൈൻ പരിചയപ്പെട്ടവനെ കളി തരാമെന്ന് പറഞ്ഞു അപ്രത്തെ വീട്ടിലേക്ക് വിളിച്ചു വരുത്തിയ ശേഷം സൈക്കോ ഞാൻ  അവിടുത്തെ ചേച്ചി 'കള്ളൻ' എന്നും പറഞ്ഞു നാട്ടുകാരെ വിളിച്ചുകൂട്ടി അവനെ പെരുമാറുന്നത് കാണുന്ന
612,Misogyny,എല്ലാവർക്കും കാണും ഇതുപോലെ സാരിയുടുത്താലും മോഡേൺ ഡ്രെസ്സിട്ടാലും കിടു ചരക്കായിട്ടുള്ള ഒരു കസിൻ
250,Not Misogyny,"കഷ്ടപ്പെട്ട് ആശയം കണ്ടു പിടിച്ച് ട്രോൾ ഉണ്ടാക്കി ഇട്ടാൽ കിട്ടുന്നത് ആകെ പത്തോ നൂറോ ലൈക്കാണ്. അതിൽ ഭൂരിഭാഗവും 
സമ്പർക്കം വഴി.. ഉറവിടമറിയാത്ത ലൈക്ക് കുറവാണെന്നേ..!! സമ്പർക്കം വഴി കിട്ടുന്ന ലൈക്കാ.? അതെന്തൂട്ട് ലൈക്കാ..? 
പോസ്റ്റിന്റെ ലിങ്ക് ഞാൻ തന്നെ കൂട്ടുകാർക്ക് അയച്ചു വാങ്ങുന്ന ലൈക്ക്."
486,Misogyny," പടക്കം ചേച്ചി ഡേയ്, ഒരു മണിക്കൂർ ആയി. ഏഴിച്ചുപോ!
കളിക്കാൻ വന്ന ചങ്ക് ആഹാ.. ആയോ!!
 നന്ദിയുണ്ട് ചേച്ചിയേ!! ഇനി തുടങ്ങാം ഹോ എടാ മക്കളേ, എജ്ജാതി തേങ്ങാ പൊതി, 69, കസേര മടക്കി.... ഇനി ഒന്നും ബാക്കിയില്ല.
ഒരുമണിക്കൂർ പോയതറിഞ്ഞില്ല!!"
862,Not Misogyny,"
ലൈക്കടിച്ചു നോക്കു ഇയാൾ നേരെ നിക്കുന്നത് കാണാം
7.8K
99 comments 18 shares)
ലൈക്കടിച്ചു നോക്കു ഇയാൾ നേരെ നിക്കുന്നത് കാണാം
7.8K


ചമ്പൂർണ്ണ ചാച്ചരതം..!!"
635,Misogyny,അല്ലേലും ഇതൊക്കെ തുള്ളി തുളുമ്പുന്നെ തന്നെയാണ് കാണാൻ വേണ്ടി പരമ ബോറായ സ്പോർട്സ് കാണാൻ നമ്മൾ സ്കൂളിലും കോളേജിലും പോകുന്നെ
638,Misogyny,എല്ലാ ഓഫീസുകളിലും ഇതുപോലെ ഒരു യമണ്ടൻചരക്കായ സ്റ്റാഫ് നിർബന്ധമാണ്
751,Not Misogyny,"സുഡൂ
മിത്രം"
646,Misogyny,ഏരിയയിലെ കിണറുള്ള വീട്ടിലെ പയ്യന്മാർ  (ആ പരിസരത്തെ മിക്ക പെണ്ണുങ്ങളുടെയും ഈ മൂന്നു സീനുകളും ദിവസവും കാണുന്നവരായിരിക്കും
422,Misogyny,"എന്താടി ഇത്? * ചങ്കത്തി ഒരു ഗ്ലാസ്സ് അരിയും, 3 ഗ്ലാസ്സ് വെള്ളവും കുക്കറിൽ ഇടാൻ അമ്മയല്ലെ പറഞ്ഞത്."
161,Not Misogyny,"വിട്ടിലെ ഒരു മരം മുറിക്കുന്നത് കണ്ടപ്പോൾ #പഠിപ്പി അയ്യോ പ്ലീസ് മരം മുറിക്കല്ലേ...ഫോട്ടോസിന്തസിസ് വഴി കിട്ടുന്ന 
ഓക്സിജന്റെ അളവ് കുറഞ്ഞു നമ്മൾ ഒക്കെ ചത്തുപോകും"
186,Misogyny,"*കാമുകി ഡാ നമ്മുടെ ബന്ധം എന്റെ അച്ഛൻ അറിഞ്ഞു ഇനി ഇത് തുടരാൻ കഴില്ല. അതുകൊണ്ട് നമക്ക്.... 
കാമുകി ടെ അച്ഛൻ* ഞാനോ!! എപ്പോം"
454,Misogyny,"പ്രേക്ഷക ഹൃദയങ്ങൾ കീഴടക്കി  Yessmaയുടെ പുതിയ വെബ് സീരീസ് ആവേശം"" സെക്കന്റ് എപ്പിസോഡ് 
Yessma ott platformൽ വിജയകരമായി മുന്നേറുന്നു"
124,Not Misogyny,"ഉമ്മൻ ചാണ്ടിയെ സമൂഹമാധ്യമങ്ങളിലൂടെ അപമാനിച്ചു നടൻ വിനായകനെതിരെ 
പരാതി ഒരാൾ മരണപ്പെടുമ്പോൾ ഇതുപോലുള ചെറു വർത്തമാനം മേലാൽ പറയരുത്.."
477,Misogyny,"വിവാഹശേഷം ഒരാഴ്ച കഴിഞ്ഞ് ഭർത്താവിന്റെ വീട്ടിൽ നിന്ന് സ്വന്തം വീട്ടിൽ എത്തിയ ന്യൂജനറേഷൻ പെണ്ണ്.. അവിടെ എന്താ നടക്കുന്നത് എന്ന് അമ്മയ്ക്കറിയുമോ.. me KDmeme മലയാളം മാസ്റ്റേഴ്സ്  എന്റെ തുണിയെല്ലാം ഞാൻ തന്നെ അലക്കണം, 'ഞാൻ തിന്നുന്ന പാത്രം വരെ ഞാൻ കഴുകണം.. They treat me like a servant amma..."
836,Not Misogyny,"ജയിലർ മുത്തുവേൽ പാണ്ട്യൻ
കള്ളക്കടത്തുക്കാരും
ഭാര്യ
TMM കൊലപാതകികളുമായാ മോന്റെ കൂട്ട്കെട്ട്
ഇത് തന്നെയാ എനിക്ക് നിങ്ങളോടും പറയാൻ ഉള്ളത്"
363,Not Misogyny,"
ഘാനയെ പരാജയപ്പെടുത്തി
ഉറുഗ്വേ പ്രീ ക്വാർട്ടറിൽ
ജയിച്ചിട്ടും കണ്ണീരോടെ മടക്കം
യുറുഗ്വായ് പുറത്ത്
ഫിഫ ചതിച്ചതാ...
"
239,Not Misogyny,ഇത് ഞാൻ ചെറുതായിരുന്നപ്പോൾ ഇത് 5ആം ക്ലാസ്സ് വരെ കണ്ടു പിന്നെ ഇത്. ഇത്... ഇന്ന് രാവിലെയും കൂടെ കണ്ടു
178,Not Misogyny,മുത്തച്ഛൻ കഥ പറയാൻ വിളിക്കുമ്പോൾ അന്ന്   ഇന്ന്
945,Not Misogyny,"M MOVIE
TMM
ഗുഗുഗ്ലം അമ്പഴം.
Opin Oyayan Karikadard"
633,Misogyny,ഡിവോഴ്സിന് ശേഷം അമലയേക്കാൾ കുത്തിച്ചിയായ വേറൊരുത്തി ഉണ്ടോയെന്ന ചോദ്യത്തിനുത്തരമാണ് ശ്രിന്ദ പൂറിച്ചി
506,Not Misogyny,ഇന്ത്യക്ക് എതിരെ റൺ മല കേറ്റണമെങ്കിൽ നീയൊക്കെ ഒന്നുടെ വളരണം
346,Not Misogyny,"നീയെന്തിനാ അടുത്തിരുന്നവന്റെ പേർ കോടി അടിച്ചത്
കോടി അടിച്ചതൊന്നുമല്ല
അവന്റെ ആശയം ഉൾക്കൊണ്ടതാ
"
442,Misogyny,"കനത്തമഴയിൽ വീട്ടിൽ വെള്ളം കയറുമോ എന്ന് ആലോചിച്ച് ഇരിക്കുന്ന 
ഭർത്താവിന്റെ അടുത്ത് റൊമാൻസും കൊണ്ട് പോയ ഭാര്യ"
703,Misogyny,ഒരുപക്ഷെ വരും കാലങ്ങളിൽ നമ്മളെ കൊണ്ട് ഏറ്റവും കൂടുതൽ വാണമടിപ്പിക്കാൻ പോകുന്നത് ചിലപ്പോ ദേ ഈ കൂ ആയിരിക്കും
736,Not Misogyny,"വീണ വിജയന്റെ സ്ഥാപനം നികുതി അടച്ചോ?
""വ്യക്തികളുടെ സ്വകാര്യതയെ മാനിച്ചു മറുപടി നൽകാനാകില്ല'
ജിഎസ്ടി വകുപ്പ്

GST വകുപ്പ്
നീയാള് കൊള്ളാട്ടാം.
വ്യക്തികളുടെ സ്വകാര്യതക്ക് എന്തൊരു കരുതലാണ് "
597,Misogyny,സത്യകഥ എന്തെന്നാൽ ഈ ചേച്ചിയേം അനിയത്തി പൂറിയേം കാമം എന്ന വികാരത്തോടെ അല്ലാതെ ട്രോൾ നടിമാർ ആർക്കും നോക്കാൻ കഴിയില്ല
88,Misogyny,"അച്ഛന്റേം അമ്മേടേം കൂടി പെങ്ങൾ കല്യാണത്തിന് പോയാൽ ബന്ധത്തിലെ 
*ആന്റി ഇവളെ ഇപ്പഴേ കൊടുക്കുന്നുണ്ടോ..."
110,Misogyny,പണമില്ലാത്ത നേരത്ത് അവർക്കതുണ്ടാക്കാൻ മറ്റൊരുപാട് വഴികളുണ്ട്
455,Misogyny,"വിവാഹ വാഗ്ദാനം നൽകി പണം തട്ടി; അശ്വതി അച്ചു പിടിയിൽ..  വിവാഹ വാഗ്ദാനം നൽകി പണം തട്ടി അറസ്റ്റിലായത് അശ്വതി അച്ചു 
*കോഴിചങ്ക് അശ്വതി അച്ചു പിടിയിൽ...!"
425,Misogyny,"*തേപ്പ് കിട്ടി പണ്ടാരടങ്ങി ചാവാൻ പോകുന്ന ചങ്കത്തി Instagramൽ വന്ന കോഴി മെസ്സേജ് രണ്ട് ദിവസത്തിന് ശേഷം 
ഇതിലും ഭേദം അന്ന് തൂങ്ങി ചാവുന്നത് തന്നെ ആയിരുന്നു !"
243,Not Misogyny,"അമ്മ അമ്മ ഇപ്പോൾ എന്തിനാ എന്നെ ഉറക്കത്തിൽ നിന്നും എണി കുളിപ്പിച്ച് ഒരുക്കാൻ കുളിപ്പിച്ചിട്ട് എന്തേലും പരിപാടി ഉണ്ടാ 
ഇല്ല.. കുളിപിച്ചു തെക്കിട്ട് വീണ്ടും കിട്ടി മാം ഇങ്ങനെ ഒരുക്കി കിടത്താൻ"
706,Misogyny,മലയാളത്തിൽ വേണ്ടത്ര അവസരം കിട്ടാത്തതിന്റെ പേരിൽ തമിഴന്മാരുടെ കുണ്ണ ഊമ്പിക്കൊടുത്ത് ശരീരം വിക്കേണ്ടി വന്ന ഒരു യുവ മലയാളി വേശി
665,Misogyny,അവാർഡ് ഫങ്ക്ഷന് ഇടക്ക് വെച്ച് അവതാരകൻ അവളോട് അങ്ങി ഊമ്പാൻ പറഞ്ഞു അവളെ കൊണ്ട് സ്റ്റേജിന്റെ പുറകിൽ പോയി പൂറിൽ ആഞ്ഞടിച്ചു 2 മിനിറ്റ് കഴിഞ്ഞ് ഉടനെ അവന്റെ പാല് തെറിച്ചത് കാണുന്ന അവൾ
660,Misogyny,ഒന്ന് നേരെ ചൊവ്വേ തുറന്ന് കാണിക്കാതെ തന്നെ മനുഷ്യന്റെ വാണം ഇത്രക്കും ചീറ്റിക്കണമെങ്കിൽ അവളുടെ പേര് ശ്രുതി ലക്ഷ്മി എന്നായിരിക
85,Misogyny,"ഓണത്തിന് ഷോപിങ്ങിനു പോയ ചങ്കത്തി ചേട്ടാ അമ്പത് സേഫ്റ്റി പിൻ ശേഷം അവൾ കോളേജിൽ 
*ലെ ചങ്കത്തി ഒരു സ്പീക്കർ റ്റേ അടുത്ത് കൂടെ പോയപ്പോ"
414,Misogyny,രാത്രി പൂവിലിടാൻ വേണ്ടി എടുത്തുവെച്ച കുക്കുമ്പർ പുതിയതായി വന്ന റൂംമേറ്റ് എടുത്ത് അരിഞ്ഞു കണ്ണിൽ വെച്ചത് കണ്ട സീനിയർ റൂംമേറ്റ് * ഇതിനു നീ പ്രത്യുപകാരം ചെയ്യേണ്ടി വരും
682,Misogyny,ഭർത്താവുള്ളപ്പോൾ ശരീരവും കാമചിരിയും കാണിച്ചു കൊതിപ്പിച്ചതും അങ്ങേര് പോയി കഴിയുമ്പോ കാല് കവച്ച് വെച്ച് തരുന്ന ഒരു ആന്റി എനിക്കും ഉണ്ടായിരുന്നു
659,Misogyny,എല്ലാരുടേം ക്ലാസ്സിൽ ഇങ്ങനെ ഒരു ചെറുപ്പക്കാരി ടീച്ചർ നിർബന്ധമാ നല്ല സൗന്ദര്യവും ശരീരവും കെട്ടി പൂട്ടിയ ഒരു ഐറ്റം പക്ഷെ ആ ക്ലാസ്സിലെ സകല ആണുങ്ങളും അവളുടെ സൈഡിൽകൂടെ മുല ഷേപ്പ് നോക്കുകയും ലെഗ്ഗിങ്സിൽകൂടെ തുടയുടെ കൊഴുപ് നോക്കുകയും ചെയ്യും
397,Not Misogyny,"Some countries have moon on their flags
While some countries having their flags on
moon
meme
ഫ്ലാഗിൽ ചന്ദ്രൻ വയ്ക്കാൻ ആർക്കും പറ്റും
പക്ഷേ ചന്ദ്രനിൽ ഫ്ലാഗ് വയ്ക്കാൻ ഒരു റേഞ്ച് വേണം"
888,Not Misogyny,"
ഈ ചാടി ഓടി നടക്കണ മനുഷ്യനാണോടാ നിങ്ങളിത്രേം കാലം ബെഞ്ചിലിട്ടത് നീയൊക്കെ പുഴുത്ത് ചാകും
വേണ്ടത്. സന്തോഷിച്ചാട്ടെ സന്തോഷിച്ചാട്ടെ."
368,Not Misogyny,"പെരുന്നാൾക്ക് വാങ്ങിയ പുതിയ ജിൻസെടുത്ത് ഉമ്മ നിലം തുടക്കുന്നത് കണ്ട.
ലെ ഞാൻ
"
545,Misogyny,"അയലത്തെ ചേച്ചിയോട് കളി ചോദിച്ചതിന് ശേഷം *നായകൻ ചേച്ചി ഒന്നും പറഞ്ഞില്ല..
ചേച്ചി* കിടക്കുവാ.ഞാൻ പോയി അടച്ചിട്ട് വരാം"
398,Not Misogyny,"
നിന്റെ റൂമിന്ന് സിഗരറ്റ് ലാമ്പ് കിട്ടിയല്ലോ...

അതെ ഞാൻ മേടിച്ചതാണ്.
SMOKING AND ALCOHOL CONSUMPTION
IS INJURIOUS TO HEALTH

അപ്പൊ നിവലിയും തുടങ്ങിയല്ലെ...
ഞാൻ
International
കറന്റ് പോയാൽ പെട്ടന്ന് മെഴുകുതിരി കത്തിക്കാൻ ഒരെണ്ണം വാങ്ങിയ"
955,Not Misogyny,79 ആം മിനുറ്റിൽ ഇറങ്ങിയ ലാമാസിയ ഡബിറ്റന്റ് 30 സെക്കൻഡിൽ ബാഴ്സക്ക് വേണ്ടി ഗോൾ അടിച്ചു ജയിപ്പിച്ചത് കാണുന്ന *Bilbao Guiu* ഡേയ്...യാരാടാ നീയെല്ലാം
264,Not Misogyny,"ഒരു സ്റ്റാഫ് റൂം അവലോകനം
പഠിപ്പി ലീഡർ ക
ടീച്ചർ
*
മലയാളം
മാസ്റ്റേഴ്സ് നമ്മൾ
ഈ പിരിയഡ് ആളില്ല PT ക്ക് പോയ്യോട്ടേ.?
ആ പോയോ വേഗം കയറണം"
273,Not Misogyny,"ട്രിങ്..ട്രിങ്
Snooze 15 മിനിറ്റ്
എന്നാൽ പിന്നെ തനിക്ക്
ആദ്യമേ 6:45 സെറ്റ്
എന്തിനാ എന്നെ
ചെയ്താൽ പോരാരുന്നോ.. വെറുതെ നേരെത്തെ എഴുന്നേൽപ്പിച്ചത്."
964,Not Misogyny,"*Brighton Premier League 2 1 Man City crus Brighton Man. city * CITY കഴിഞ്ഞ രണ്ട് കളി ഞങ്ങൾ ഡൌൺ ആയത് കണ്ട്, ഞങ്ങളെ തോല്പിക്കാൻ വന്നതാണോ... CITY എന്താ മോനെ??"
662,Misogyny,കാണാൻ വലിയ ലൂക്കൊന്നും ഇല്ലെങ്കിലും ഇന്ന് നമ്മുടെ വാണം തെറുപ്പിക്കാൻ ഇവൾ ബെസ്റ്റാ
354,Not Misogyny,"ട്രാഫിക് ബ്ലോക്കിൽ കിടക്കുന്ന എന്റെ വണ്ടിയുടെ പുറകിൽ വന്നു ഹോൺ അടിക്കുന്നവനെ സൈഡ് കൊടുത്ത് കയറ്റി വിട്ട ശേഷം അവന്റെ വണ്ടിയുടെ പുറകിൽ പോയി
"
420,Misogyny,"കമ്പയിൻ സ്റ്റഡി കഴിഞ്ഞ് പോകുന്ന ചങ്ക് നാളെ വരാം ബൈ ടി  
മാസ്കിന്റെ വള്ളി ശരിക് ഇട് അയ്യോ എന്റെ ബ്രാ അല്ലേ അത്"
192,Not Misogyny,"പെങ്ങളുടെ മോൻ ഗെയിം കളിക്കാൻ മൊബൈൽ ചോദിച്ചപ്പോൾ, കുറച്ചു സമയം കഴിഞ്ഞ് തരാമെന്ന് പറഞ്ഞ് 
ട്രോൾ വായിച്ചിരുന്നു... ലെ പെങ്ങടെ മോൻ# ഒരു മണിക്കൂർ കഴിഞ്ഞ് മൊബൈലിൽ നിന്ന് കണ്ണെടുത്ത്, താഴേക്കു നോക്കിയപ്പോൾ... ""കുറച്ചു. സമയം കൈഞ്ഞോ മാമാ..."" എന്ന്...!!"
380,Not Misogyny,"കഷ്ടപ്പെട്ട് ഒപ്പിച്ചെടുത്ത കല്യാണം കൊറോണ കാരണം മാറ്റിവെച്ച ശേഷം കല്യാണം നടക്കേണ്ട ദിവസം രാത്രി ..!!
ഞാൻ"
702,Misogyny,മറ്റുള്ളവർക് ഇവൾ പൂർണ എനിക്കിവൾ വാണ പശു
589,Misogyny,"എന്താണോ എന്തോ ഇവളുടെ മുഖത്ത് തന്നെ എഴുതിവെച്ചിട്ടുണ്ട് ""കമ്പിറാണി"" എന്ന്"
764,Not Misogyny,"
മലയാളി യുവാക്കളുടെ നാടൻ ചാരായം കാനഡയിൽ സൂപ്പർഹിറ്റ്
ഡിസ്റ്റിലറി പാട്ടത്തിനെടുത്ത്
കാനഡ മല്ലൂസ്
ഇനി ഒരു കാനഡ ബമ്പർ ടിക്കറ്റ് കൂടി ഇറക്കിയാൽ പൊളിച്ചു"
296,Not Misogyny,"
മോൾ ധൈര്യമായിട്ട് പറഞ്ഞാ, ഇനി ആരും ഒന്നും ചെയ്യില്ല
Speed Audio
സത്യത്തിൽ വരുണിനെ അമ്മയും ചേച്ചിയും കൂടിയാണ് തല്ലിക്കൊന്നത്. അച്ഛൻ അവനെ കുഴിച്ചിടുകയും ചെയ്തു.
പ്ലിംഗ്!"
551,Misogyny,ആദ്യമായി വിരലിട്ടതിന് ശേഷം വിരലിൽ പറ്റിയ പൂറിലെ പാൽ വായിൽ വെച്ച് ഉരുഞ്ചി ഒന്ന് ചെയ്തവരാണ് മിക്ക പെണ്ണുങ്ങളും
806,Not Misogyny,"""വിജയത്തിന്റെ ക്രെഡിറ്റ് എനിക്ക് നൽകുമെന്ന് സുധാകരൻ വാശി പിടിച്ചു... അതു തടയാൻ വേണ്ടിയാണ് ഞാൻ ആദ്യം സംസാരിച്ചത്"" പുതുപ്പള്ളി വിജയത്തിന്റെ ക്രെഡിറ്റ് എനിക്ക് നൽകുമെന്ന് - - സുധാകരൻ വാശി പിടിച്ചു
വൈറൽ വീഡിയോയെക്കുറിച്ച് വി.ഡി സതീശൻ
"
472,Misogyny,വേണ്ടാ വേണ്ടാാാ. വേണ്ടെന്നു എന്താ നിർത്തിയത്? ഞാനങ്ങനെ പലതും പറയും അത് നിയമപ്രകാരമുള്ള മുന്നറിയിപ്പായ് കണ്ടാമതി
386,Not Misogyny,"*
അമ്മ
*ഞാൻ
ഇത് ഏതാ ആഴ്ച എന്നറിയോ ?
*
At least ഇന്നത്തെ തിയതി എങ്കിലും അറിയോ ?
എനിക്ക് അറിയില്ല..

എന്നെ ?... ചോറ്
ഉണ്ണാൻ ആണോ."
136,Not Misogyny,"എന്തിനാ ചേട്ടാ ഗ്രൂപ്പിലെ പെമ്പിള്ളേർ ഒക്കെ കൂടെ ചെട്ടനെ ഒരുമാതിരി ആക്കിയ നോട്ടം നോക്കുന്നത്?? 
അത് വാട്ട്സപ്പ് ഗ്രൂപ്പ് മാറി പോസ്റ്റ് ഇട്ടതാ.. നെന്ന തോന്നുന്നേ"
563,Misogyny,തന്റെ നാല്പതാമത്തെ വയസ്സിലും ബിക്കിനി ഇട്ട് കമ്പിയാകുന്ന ആന്റിയെ കാണണോ? ദേ നോക്ക് . പൂജ കുമാർ
896,Not Misogyny,"
മജിദെ, ഇജ്ജ് അന്റെ ചങ്ങായി വിഷ്ണുവിനെ ക്ഷണിച്ചായിരുന്നോ?
അയ്യോ ഇല്ല ! ഞാൻ അവനെ ഇപ്പൊ വിളിച്ചോണ്ട് വരാം...
വിളിച്ചില്ലേലും ഞാൻ ഇങ്ങോട്ട് വരും
എടാ തിരക്ക് കാരണം.
| ഈദ് മുബാറക് !
"
820,Not Misogyny,"നാട്ടിലെ ഉത്സവ പരിപാടിക്കു മുഖ്യാതിഥിയായി വന്നത് ""മുള്ളൻകൊല്ലി വേലായുധൻ"" ആണ് എന്നറിഞ്ഞ
"
318,Not Misogyny,"""കാറോടിക്കുമ്പോൾ ഹെൽമറ്റ് ധരിച്ചില്ല, പിഴ അടയ്ക്കണം!'
സുജിത്തിന് 2 തവണ നോട്ടിസ്
വാഹനയുടമ
മാസ്റ്റേഴ്സ്

കാറോടിയ്ക്കുമ്പോൾ എന്തിനാ ഹെൽമെറ്റ്, നിങ്ങൾക്ക് എന്തോ തെറ്റുപറ്റിയതാ..!
അതൊന്നും പറഞ്ഞാപറ്റില്ല, ക്യാമറയിൽ പെട്ടാൽ ഫൈൻ അടച്ചേ പറ്റൂ...!"
963,Not Misogyny,റൊണാൾഡോ യുടെ ഫ്രീകിക്ക് ഗോളിന്റെ മൊഞ്ചൊന്നും അങ്ങനെ ഒന്നും പോയട്ടില്ല മോനെ
531,Not Misogyny,"യൂട്യൂബിൽ സംയുക്ത വർമ്മയുടെയും ബിജു മേനോന്റെയും കല്യാണ വിഡിയോ കണ്ടോണ്ടിരിക്കുന്ന സംയുക്തങ്ങളെയും മൂലകങ്ങളെയും കുറിച്ചറിയാൻ യൂട്യൂബിൽ കയറിയ
ഞാൻ
എന്റെ"
